#           time-2400000.0,         flux,         fluxerr
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       2576.0249       3228.1441       2135.5327       2448.8654
        57738.3718980201520026  0.9972688439684210  0.0005271992082465
        57738.3923316202126443  0.9995573327471354  0.0005271352484393
        57738.4127652198076248  1.0008399182620165  0.0005269284968132
        57738.4331988198682666  0.9976027783450263  0.0005262972214924
        57738.4536324199289083  0.9995778111031671  0.0005262690406268
        57738.4740660199895501  1.0020140111361613  0.0005264086303433
        57738.4944996200501919  1.0033643419943594  0.0005263768025997
        57738.5149332201108336  1.0020142331438158  0.0005259553045007
        57738.5353668201714754  1.0050800099096520  0.0005262458075029
        57738.5558005198836327  1.0004640456796645  0.0005276897076962
        57738.5762340198270977  0.9978030943794863  0.0005280630471450
        57738.5966676198877394  1.0023341458022739  0.0005281473314126
        57738.6171013200655580  1.0002312185405562  0.0005273791916355
        57738.6375348200090230  1.0001262606395582  0.0005269433756440
        57738.6579684200696647  0.9982100292324656  0.0005264452775022
        57738.6784021197818220  0.9951451292652836  0.0005258421860038
        57738.6988356201909482  0.9995462715179488  0.0005261318759111
        57738.7192693199031055  0.9972538242285337  0.0005258548467232
        57738.7397029199637473  1.0011064365495543  0.0005260491993867
        57738.7601364199072123  1.0004210783686767  0.0005259057529179
        57738.7805701200850308  0.9989599009146098  0.0005260708612231
        57738.8010037201456726  0.9970535574835776  0.0005268556696086
        57738.8214372200891376  0.9998144076445958  0.0005272253466443
        57738.8418709198012948  1.0031612761119821  0.0005273006914626
        57738.8623044202104211  0.9994240534362593  0.0005266392361330
        57738.8827381199225783  1.0020551728056077  0.0005266840025328
        57738.9031717199832201  0.9976826183148253  0.0005260353613294
        57738.9236052199266851  0.9977162247416539  0.0005260075615835
        57738.9440388199873269  0.9956694386996795  0.0005254849964718
        57738.9644725201651454  0.9998789324609058  0.0005256497122176
        57738.9849061202257872  0.9972428129387447  0.0005256816607147
        57739.0053397198207676  0.9984757691682463  0.0005259973277077
        57739.0666405200026929  1.0014642108503529  0.0005273693583726
        57739.0870741200633347  1.0073802187353453  0.0005277393748574
        57739.1075077201239765  1.0026365913805051  0.0005270349875187
        57739.1279414198361337  1.0043562028620117  0.0005269443963130
        57739.1483749197795987  1.0016703588767022  0.0005264665294018
        57739.1688085198402405  1.0004998035802768  0.0005266292464892
        57739.1892422200180590  0.9993179093867686  0.0005261738624345
        57739.2096757199615240  0.9995840600582711  0.0005262230132974
        57739.2301093200221658  1.0005227829666834  0.0005266464236231
        57739.2505430201999843  0.9995620428716182  0.0005266918919849
        57739.3118438199162483  1.0017662767668056  0.0005284733443641
        57739.3322773198597133  0.9990814602664381  0.0005276872263375
        57739.3527109199203551  1.0028257963710885  0.0005273619545121
        57739.3731446200981736  1.0001375437049722  0.0005267568318595
        57739.3935782201588154  1.0013884774294137  0.0005266768264164
        57739.4140118202194571  1.0009175826315591  0.0005266773964632
        57739.4344454198144376  1.0011356207415427  0.0005265143572307
        57739.4548790198750794  0.9982667549758074  0.0005260852625381
        57739.4957462199963629  0.9928129515501171  0.0005253040249537
        57739.5570470201782882  1.0010978947551794  0.0005281054102321
        57739.5774806197732687  1.0004140971744293  0.0005274755883147
        57739.5979142198339105  1.0004741867222413  0.0005267771892776
        57739.6183478198945522  1.0005611639805361  0.0005264689044910
        57739.6387813198380172  0.9988697106410493  0.0005260132607315
        57739.6592150200158358  0.9938305246605402  0.0005251222191404
        57739.6796486200764775  0.9954850493868719  0.0005252155491487
        57739.7000821200199425  1.0015209053807563  0.0005257332489030
        57739.7205158201977611  0.9999549979892111  0.0005252177474444
        57739.7409494197927415  1.0006558271992154  0.0005256361894861
        57739.8022502199746668  0.9964489140308759  0.0005280349966618
        57739.8226838200353086  0.9980857843423697  0.0005277672902888
        57739.8431174200959504  0.9974151934139759  0.0005272802538516
        57739.8635510201565921  1.0004551876233310  0.0005271929522444
        57739.8839847198687494  0.9976027324272211  0.0005268848831276
        57739.9044182198122144  1.0035109090143286  0.0005272588698549
        57739.9452855200506747  0.9996473002094420  0.0005263271127053
        57739.9657191201113164  1.0029782322839107  0.0005262229838659
        57739.9861526200547814  1.0040175921800512  0.0005262406272102
        57740.0065863197669387  1.0014960569217495  0.0005256311261759
        57740.0474534197710454  1.0031693731379152  0.0005282879788955
        57740.0678871199488640  1.0014465672267647  0.0005279687553893
        57740.0883207200095057  1.0013523035604350  0.0005275133984979
        57740.1087542199529707  0.9990523521213271  0.0005269091454174
        57740.1291879201307893  1.0022753820428709  0.0005266997886984
        57740.1496215201914310  1.0011039536376882  0.0005263110241899
        57740.1700550201348960  0.9987528610125407  0.0005261591848649
        57740.1904887198470533  1.0002103448651940  0.0005263004011664
        57740.2109223199076951  1.0013721741708803  0.0005261955994848
        57740.2313559199683368  1.0024307704687194  0.0005262685477018
        57740.3130903202109039  0.9991655932887842  0.0005300728287620
        57740.3335239198058844  0.9991639142029667  0.0005295382852784
        57740.3539574202150106  1.0009144523344655  0.0005293652267935
        57740.3743911199271679  0.9971466696495340  0.0005288889281992
        57740.3948247199878097  1.0014595669162663  0.0005294798379920
        57740.4152583200484514  0.9997205799925069  0.0005294184119177
        57740.4356919201090932  1.0013203013564840  0.0005294030643697
