#           time-2400000.0,         flux,         fluxerr
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       121.78263       159.45964       98.529054       112.52192
        57142.0011121873103548  0.9999372214098360  0.0000751492292372
        57142.0215441045293119  0.9998200619389693  0.0000751466192414
        57142.0419762208111933  0.9998335577727526  0.0000751466934928
        57142.0624082370995893  1.0001013789950282  0.0000751547227639
        57142.0828401524559013  1.0000602764591922  0.0000751514657435
        57142.1032722678064601  0.9999634430806280  0.0000751466694282
        57142.1237042826978723  1.0000300605246926  0.0000751483052908
        57142.1441361971228616  1.0000676892739415  0.0000751512398406
        57142.1645683110764367  1.0001976331052571  0.0000751549373158
        57142.1850003250365262  1.0001157909305141  0.0000751526707869
        57142.2054322380645317  0.9999734860389373  0.0000751478729131
        57142.2258643510867842  1.0001016372296290  0.0000751514664608
        57142.2462963631842285  1.0000162467159401  0.0000751511024631
        57142.2871603869061801  1.0000503965131933  0.0000751482024419
        57142.3075923980723019  0.9999507554469129  0.0000751447696700
        57142.3280244087727624  1.0000249909119947  0.0000751482289272
        57142.3484564190002857  0.9999547694593802  0.0000751453371041
        57142.3688884292350849  1.0000998978968505  0.0000751491638753
        57142.3893205385393230  0.9997542582885444  0.0000751407023301
        57142.4097524478347623  0.9999140040310681  0.0000751452663485
        57142.4301844566725777  0.9999713385130258  0.0000751445741892
        57142.5323445943286060  1.0000468735311947  0.0000750952758565
        57142.5527765003716922  1.0002633010857713  0.0000750999124910
        57142.5936406119872117  0.9999866631595884  0.0000750864818704
        57142.6140725166333141  0.9998171808959222  0.0000750766446373
        57142.6345046212809393  1.0000831879845959  0.0000750848120526
        57142.6549365259197657  0.9999633085685768  0.0000750796798924
        57142.6753685296353069  1.0000590799011171  0.0000750817452353
        57142.6958006328786723  1.0000848386263974  0.0000750817626320
        57142.7162325361277908  0.9997148521351902  0.0000750701637012
        57142.7570966407656670  1.0001089283542641  0.0000750838654231
        57142.7775285426105256  1.0000317753626757  0.0000750772460840
        57142.7979605444634217  0.9999518853113388  0.0000750735891669
        57142.8183926453784807  0.9999316358106092  0.0000750729797805
        57142.8388246458343929  0.9999571849041964  0.0000750726397091
        57142.8592566462903051  0.9998872473071961  0.0000750759723402
        57142.8796886458148947  1.0000492107000529  0.0000750782215704
        57142.9001206453322084  0.9998811383867925  0.0000750768702994
        57142.9409846429771278  1.0000796196718196  0.0000750888952612
        57142.9614166411047336  1.0000431558920968  0.0000750925674663
        57142.9818487387674395  0.9998373351473888  0.0000750861022347
        57143.0022806364286225  0.9999463938582082  0.0000750939719877
        57143.0227126336176298  0.9999401810190192  0.0000750975256307
        57143.0431447298833518  1.0002371703848090  0.0000751075445396
        57143.0635766261402750  0.9998607083936170  0.0000751044413165
        57143.1044407172739739  1.0001508889075177  0.0000751215806842
        57143.1453046070018900  1.0001196873228735  0.0000751224311824
        57143.1657367014049669  1.0001658284784087  0.0000751188342898
        57143.1861685948679224  1.0000139149157563  0.0000751156119518
        57143.2066005883389153  1.0001032640487737  0.0000751203089319
        57143.2270326813450083  1.0000346075459883  0.0000751219938188
        57143.2474645738839172  1.0001150838387798  0.0000751248488012
        57143.2678965664163115  1.0000907347891828  0.0000751297521374
        57143.2883286580254207  0.9998622044488397  0.0000751234475254
        57143.3087606496264925  0.9999281098213720  0.0000751278019500
        57143.3291926403035177  0.9998378017339099  0.0000751231771379
        57143.3496246309805429  0.9999030451713581  0.0000751297118455
        57143.3700565211911453  1.0000609192676733  0.0000751369325378
        57143.3904886109303334  1.0000157691721716  0.0000751396412954
        57143.4109206006760360  0.9999646411295441  0.0000751387806893
        57143.4313524894823786  0.9999821162185459  0.0000751468136969
