#   size of mask=      43.0000 s
#     mean LC =   1.0637122e+09
# full imagette as aperture, jitter correction not done
#   mag=      10.9550
#           time-2400000.0,         flux,         fluxerr    xbarycentre(pixels)  ybarycentre(pixels)   
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       6431.0120       108.05457       83.224098       148.03009
        57582.5904378956111032  0.9937347331810491  0.0000306165418768  0.0001873383696314 -0.0013247043972093
        57582.6108700402983231  0.9938571577705235  0.0000306174029439  0.0002819700197207 -0.0003772852042379
        57582.6313020845263964  0.9939112650156888  0.0000306170094397  0.0002645504674090  0.0001258146570557
        57582.6517340282880468  0.9940472721635429  0.0000306190509850  0.0001436817025331  0.0002775399386770
        57582.6721661715782830  0.9940390110767010  0.0000306202678659  0.0002336504857503  0.0006299281714677
        57582.6925982144093723  0.9941476658760856  0.0000306220784749  0.0001298111606811  0.0004222168959571
        57582.7130301572397002  0.9942300723390333  0.0000306236012087  0.0000897626202647  0.0006659074972921
        57582.7334622991329525  0.9942933047348774  0.0000306246124202  0.0000591511786272  0.0004408740987976
        57582.7538943410327192  0.9943990615621188  0.0000306261335568 -0.0000216736924177  0.0003808745642817
        57582.7743262824660633  0.9943686662584326  0.0000306261534540 -0.0000477146730544  0.0001739561771763
        57582.7947584238936543  0.9945282744189023  0.0000306275716476 -0.0002702724974046  0.0001815135890246
        57582.8151904643964372  0.9945693189851053  0.0000306283392374 -0.0002755983564198  0.0004151400863033
        57582.8356224048984586  0.9947317030575746  0.0000306303614344 -0.0001903624695707  0.0003569679980604
        57582.8560545444634045  0.9947638857470521  0.0000306309654607  0.0000121043483912 -0.0006128068659184
        57582.9173506622391869  0.9948018752237645  0.0000306309305053  0.0006658395121022 -0.0001847823325427
        57582.9377827004136634  0.9949399173450993  0.0000306335013614  0.0006375194427939 -0.0002134939586269
        57582.9582146385873784  0.9949735557641285  0.0000306340537541  0.0004252687845154 -0.0003097174549191
        57582.9786467762896791  0.9952139419737540  0.0000306375011922  0.0003427220584973 -0.0000012697395144
        57582.9990788135328330  0.9952818854931711  0.0000306385469370  0.0002388107474269  0.0000332795830262
        57583.0195107503095642  0.9953185355322552  0.0000306389871448  0.0000722514995886  0.0000891347061356
        57583.0399428866148810  0.9954692512534258  0.0000306411779842  0.0000503864798311 -0.0000861657088729
        57583.0603749229267123  0.9955793419672302  0.0000306420196092 -0.0000187794339910  0.0000070379596520
        57583.0808069587728824  0.9956554187948592  0.0000306432384794  0.0000530571307742  0.0003455171270952
        57583.1012389941461151  0.9957865914960773  0.0000306458134725  0.0000005904387121  0.0000760339796679
        57583.1216710290609626  0.9958680029894070  0.0000306477474835 -0.0000471061041409 -0.0000952384771424
        57583.1421030635101488  0.9959667197774126  0.0000306494647951 -0.0002169249136887  0.0005117799654912
        57583.1625350979520590  0.9959174740180217  0.0000306497349629 -0.0002131252701636  0.0004682367512734
        57583.1829671314699226  0.9960716617303993  0.0000306517144579 -0.0000954723450421  0.0004209850703538
        57583.2033992649812717  0.9962008168151103  0.0000306525551741 -0.0001123946978092  0.0002987832602472
        57583.2238311980327126  0.9962839792547854  0.0000306536347518 -0.0002081431462049  0.0001816727977038
        57583.2442632310849149  0.9964740500620705  0.0000306567765478 -0.0002194250849232  0.0003736812114470
        57583.2646953632065561  0.9965936589674830  0.0000306594965999 -0.0002430820585984  0.0007345762453022
        57583.2851272953193984  0.9966464966823145  0.0000306614147027 -0.0002046229622756  0.0007023869646514
        57583.3055593269746169  0.9967350846450382  0.0000306630947815 -0.0002703399618875  0.0007933515702154
        57583.3259914581576595  0.9968589132687026  0.0000306649096980 -0.0003781383862886  0.0007844735497473
        57583.3464233888807939  0.9970104121276576  0.0000306667575761 -0.0003617269353899  0.0008563220188420
        57583.3668554191390285  0.9971961193257647  0.0000306691512760 -0.0005443399634517  0.0005447303885018
        57583.3872875493980246  0.9972463261323637  0.0000306699948629 -0.0005839563254550  0.0006506365633769
        57583.4077194791825605  0.9973348800429230  0.0000306706767746 -0.0006155385459019  0.0003295517584267
        57583.4281515085094725  0.9974841654519099  0.0000306732460658 -0.0005219035843727  0.0004159644537478
        57583.4485836373642087  0.9975238676084021  0.0000306729099078 -0.0003803039668888  0.0000345465272078
        57583.4690156657597981  0.9975702975600954  0.0000306743765673 -0.0003504308827216 -0.0004241211420339
        57583.4894475941546261  0.9977366041272323  0.0000306762311983 -0.0005978963895164 -0.0005081209752169
        57583.5098797220780398  0.9983062922138862  0.0000306858651557 -0.0008521593343085 -0.0007955983474366
        57583.5303117495423066  0.9979615519690802  0.0000306802587084 -0.0006694753249414 -0.0007557126416189
        57583.5507437765409122  0.9980690315175916  0.0000306817557627 -0.0005693967814029 -0.0009152291652796
        57583.5711758030665806  0.9982075357419421  0.0000306836770693 -0.0005438284352293 -0.0016023436308159
        57583.5916078295995248  0.9983098223733421  0.0000306855379028 -0.0006291493491251 -0.0021943428137923
        57583.6529039063971140  0.9984909545473019  0.0000306864391409  0.0007180751281997  0.0005058880970945
        57583.6733359310674132  0.9986337742348624  0.0000306889596825  0.0005782622223744  0.0009303523236421
        57583.6937679552647751  0.9988136830702438  0.0000306931550864  0.0001637505315939  0.0002547685055920
        57583.7141999794694129  0.9989475289426832  0.0000306963716184 -0.0000473251937692  0.0003310053408812
        57583.7346320032083895  0.9990039999674523  0.0000306958359926  0.0002657755450235 -0.0000331291232758
        57583.7550640264744288  0.9990995125161712  0.0000306958478743  0.0004406173870919 -0.0000337349338086
        57583.7754959492813214  0.9992171377614888  0.0000306982430655  0.0005006984167037 -0.0000564834990260
        57583.7959280720897368  0.9993738056389663  0.0000307008772236  0.0004033824251621 -0.0000417511667519
        57583.8163600944244536  0.9995443950662928  0.0000307037415583  0.0002439125610323  0.0002830670964529
        57583.8367920158343622  0.9995586872630449  0.0000307049185429  0.0001138965484291 -0.0002040402894714
        57583.8572241372457938  0.9997473836497277  0.0000307069230426 -0.0000220029607352 -0.0004231722259673
        57583.8776561586491880  0.9998307169590521  0.0000307088846883 -0.0001494013128767  0.0001617576737565
        57583.8980881791285356  1.0000060778796551  0.0000307109503210 -0.0001855172255123 -0.0000805251246363
        57583.9185201996078831  1.0002028731103754  0.0000307144186823 -0.0001525408369094 -0.0000165000407937
        57583.9389522196142934  1.0002973775887001  0.0000307162900570 -0.0002388027643860 -0.0004702513081747
        57583.9593842391623184  1.0004616602684551  0.0000307188445978 -0.0004503344898037 -0.0000842736155335
        57583.9798162582446821  1.0006038689398820  0.0000307209933661 -0.0003847118488451  0.0004191264703635
        57584.0002482773197698  1.0006450095544623  0.0000307212291610 -0.0003520566266983  0.0004787101465129
        57584.0206803954715724  1.0007034805993253  0.0000307215452086 -0.0003432117764604  0.0003868269326217
        57584.0411124136226135  1.0005954675465569  0.0000307193381345 -0.0004497289913630  0.0003037108564681
        57584.0615443312999560  1.0006669418473355  0.0000307206340888 -0.0004024408456607  0.0004829281381844
        57584.0819764489860972  1.0010071374266942  0.0000307264229906 -0.0004176139932062  0.0003402845689662
        57584.1024084657401545  1.0012314356643681  0.0000307308403423 -0.0003754246223062  0.0005293621188409
        57584.1432724987753318  1.0013842050686492  0.0000307318615080  0.0043964606563929  0.0011979164495370
        57584.1637045145980665  1.0013960552849477  0.0000307313054107  0.0017136881553412  0.0010351447437738
        57584.1841364299471024  1.0015745490689698  0.0000307336155654  0.0005027509167279  0.0005324254184869
