#           time-2400000.0,         flux,         fluxerr
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       174.64150       217.33602       132.89292       159.19510
        56813.0209490662527969  0.9998752322924532  0.0000790880635567
        56813.0413813032646431  0.9998526150100892  0.0000790878061368
        56813.0618136402699747  0.9999639673289110  0.0000790905693801
        56813.0822457768153981  0.9999914059946415  0.0000790942517159
        56813.1026780128886458  1.0001125495220913  0.0000790978821114
        56813.1231103480386082  0.9999851993065518  0.0000790929824098
        56813.1435424831870478  0.9998871815232915  0.0000790900349372
        56813.1639747178705875  1.0001579934693681  0.0000791011709011
        56813.1844070520819514  1.0000571554190132  0.0000790979680337
        56813.2048392853685073  1.0001044296557109  0.0000790993260088
        56813.2252714186470257  0.9999899615355134  0.0000790974653016
        56813.2457037514686817  1.0000283369238214  0.0000790986956335
        56813.2661359838239150  1.0002011962318496  0.0000791053060681
        56813.2865681152470643  0.9999268573166759  0.0000790939638150
        56813.3070004466644605  1.0000965645029019  0.0000791017152121
        56813.3274326776227099  0.9964167178217641  0.0000789656982910
        56813.3478648081072606  0.9936767780906988  0.0000788642937040
        56813.3682971376692876  0.9944461971634062  0.0000788964926793
        56813.3887293672305532  0.9935719839906642  0.0000788644138576
        56813.4091614963253960  0.9937175346605532  0.0000788686131728
        56813.4295938249488245  0.9947093174125541  0.0000789082503689
        56813.4500260531131062  0.9987891095499489  0.0000790601638988
        56813.4704582803387893  0.9999778264109159  0.0000791032545057
        56813.4908905075717485  0.9999965942246007  0.0000791056237167
        56813.5113227343390463  1.0000572603803657  0.0000791090785251
        56813.5317550606341683  0.9998689508828499  0.0000791013041495
        56813.5521871864693821  0.9999518318964441  0.0000791052410639
        56813.5726194118396961  0.9998794244309208  0.0000791031435274
        56813.5930517362721730  0.9999814521093483  0.0000791079696787
        56813.6339160846837331  0.9999523543613565  0.0000791071013404
        56813.6543484081848874  0.9999630519844869  0.0000791073859067
        56813.6747805312261335  1.0000822340651201  0.0000791112425500
        56813.6952127538024797  1.0000941895325062  0.0000791129102948
        56813.7156450759066502  0.9999888162686166  0.0000791101872631
        56813.7360771975509124  1.0000411885192317  0.0000791117492853
        56813.7565094187302748  0.9999941766271131  0.0000791123770989
        56813.7769417389718001  1.0000520123671139  0.0000791141196279
        56813.7973738592190784  1.0000646953100307  0.0000791164193705
        56813.8178060790014570  0.9999640765623092  0.0000791112226771
        56813.8382383983116597  1.0000187865510315  0.0000791138496768
        56813.8586705171619542  1.0000645164663096  0.0000791143287838
        56813.8791027355473489  1.0000023584172821  0.0000791144720485
        56813.8995350534605677  0.9999103844659526  0.0000791107149444
